transaction_id,transaction_date,amount,account_id,category,currency,is_reversal
TXN101870,2024-03-18 22:00:00,81796.75,ACC7955,credit,INR,False
TXN101871,2024-03-18 23:00:00,21429.79,ACC8892,credit,INR,False
TXN101872,2024-03-19 00:00:00,50634.68,ACC8392,debit,INR,False
TXN101873,2024-03-19 01:00:00,84086.23,ACC8189,credit,INR,False
TXN101874,2024-03-19 02:00:00,73306.87,ACC4517,debit,INR,False
TXN101875,2024-03-19 03:00:00,54269.5,ACC4584,credit,INR,False
TXN101876,2024-03-19 04:00:00,59075.73,ACC5050,debit,INR,False
TXN101877,2024-03-19 05:00:00,50885.22,ACC7980,credit,INR,False
TXN101878,2024-03-19 06:00:00,29825.09,ACC6278,credit,INR,False
TXN101879,2024-03-19 07:00:00,56545.7,ACC1885,debit,INR,False
TXN101880,2024-03-19 08:00:00,68919.64,ACC5708,credit,INR,False
TXN101881,2024-03-19 09:00:00,87344.96,ACC4730,debit,INR,False
TXN101882,2024-03-19 10:00:00,63665.51,ACC4983,credit,INR,False
TXN101883,2024-03-19 11:00:00,76136.04,ACC7489,credit,INR,False
TXN101884,2024-03-19 12:00:00,16091.16,ACC6497,credit,INR,False
TXN101885,2024-03-19 13:00:00,46209.59,ACC6162,credit,INR,False
TXN101886,2024-03-19 14:00:00,1032.23,ACC7370,debit,INR,False
TXN101887,2024-03-19 15:00:00,24743.22,ACC1405,debit,INR,False
TXN101888,2024-03-19 16:00:00,72673.53,ACC3606,credit,INR,False
TXN101889,2024-03-19 17:00:00,99181.81,ACC2942,debit,INR,False
TXN101890,2024-03-19 18:00:00,10007.89,ACC5682,debit,INR,False
TXN101891,2024-03-19 19:00:00,40209.28,ACC8947,credit,INR,False
TXN101892,2024-03-19 20:00:00,80027.09,ACC2656,debit,INR,False
TXN101893,2024-03-19 21:00:00,20483.16,ACC5014,debit,INR,False
TXN101894,2024-03-19 22:00:00,55552.99,ACC7618,credit,INR,True
TXN101895,2024-03-19 23:00:00,73333.82,ACC4889,credit,INR,False
TXN101896,2024-03-20 00:00:00,61636.95,ACC5636,credit,INR,False
TXN101897,2024-03-20 01:00:00,18883.67,ACC6347,credit,INR,False
TXN101898,2024-03-20 02:00:00,35602.92,ACC4413,debit,INR,False
TXN101899,2024-03-20 03:00:00,78400.8,ACC2395,credit,INR,True
TXN101900,2024-03-20 04:00:00,55467.23,ACC2424,debit,INR,False
TXN101901,2024-03-20 05:00:00,622.44,ACC9172,debit,INR,False
TXN101902,2024-03-20 06:00:00,76122.98,ACC1842,credit,INR,False
TXN101903,2024-03-20 07:00:00,3627.6,ACC8892,debit,INR,False
TXN101904,2024-03-20 08:00:00,74598.8,ACC8778,debit,INR,False
TXN101905,2024-03-20 09:00:00,20327.81,ACC2285,debit,INR,False
TXN101906,2024-03-20 10:00:00,95811.54,ACC7374,credit,INR,False
TXN101907,2024-03-20 11:00:00,36857.28,ACC6012,debit,INR,False
TXN101908,2024-03-20 12:00:00,32760.47,ACC6465,credit,INR,False
TXN101909,2024-03-20 13:00:00,14973.92,ACC7829,credit,INR,False
TXN101910,2024-03-20 14:00:00,30629.86,ACC2844,debit,INR,False
TXN101911,2024-03-20 15:00:00,87677.41,ACC9303,debit,INR,False
TXN101912,2024-03-20 16:00:00,99633.8,ACC7176,credit,INR,False
TXN101913,2024-03-20 17:00:00,36894.12,ACC9382,credit,INR,False
TXN101914,2024-03-20 18:00:00,44916.2,ACC7565,credit,INR,False
TXN101915,2024-03-20 19:00:00,72234.89,ACC5176,credit,INR,False
TXN101916,2024-03-20 20:00:00,88630.96,ACC2886,credit,INR,False
TXN101917,2024-03-20 21:00:00,59345.13,ACC7862,debit,INR,False
TXN101918,2024-03-20 22:00:00,39213.42,ACC3035,credit,INR,False
TXN101919,2024-03-20 23:00:00,41320.92,ACC9756,debit,INR,False
TXN101920,2024-03-21 00:00:00,69592.25,ACC4892,credit,INR,False
TXN101921,2024-03-21 01:00:00,421.5,ACC4927,debit,INR,False
TXN101922,2024-03-21 02:00:00,61996.97,ACC3841,credit,INR,False
TXN101923,2024-03-21 03:00:00,35613.75,ACC8181,debit,INR,False
TXN101924,2024-03-21 04:00:00,79440.31,ACC8970,debit,INR,False
TXN101925,2024-03-21 05:00:00,9389.76,ACC5237,credit,INR,False
TXN101926,2024-03-21 06:00:00,58861.41,ACC4796,debit,INR,False
TXN101927,2024-03-21 07:00:00,48149.19,ACC1219,credit,INR,False
TXN101928,2024-03-21 08:00:00,64268.32,ACC3486,credit,INR,False
TXN101929,2024-03-21 09:00:00,6578.87,ACC4447,debit,INR,False
TXN101930,2024-03-21 10:00:00,58040.38,ACC6521,debit,INR,False
TXN101931,2024-03-21 11:00:00,56192.31,ACC5708,credit,INR,False
TXN101932,2024-03-21 12:00:00,56109.94,ACC5929,credit,INR,False
TXN101933,2024-03-21 13:00:00,60388.42,ACC3853,credit,INR,False
TXN101934,2024-03-21 14:00:00,67679.15,ACC4407,debit,INR,False
TXN101935,2024-03-21 15:00:00,80518.4,ACC2886,debit,INR,False
TXN101936,2024-03-21 16:00:00,27055.09,ACC5215,credit,INR,False
TXN101937,2024-03-21 17:00:00,82522.44,ACC3925,debit,INR,False
TXN101938,2024-03-21 18:00:00,49875.74,ACC2908,debit,INR,False
TXN101939,2024-03-21 19:00:00,7798.12,ACC1061,debit,INR,False
TXN101940,2024-03-21 20:00:00,5949.24,ACC4465,credit,INR,False
TXN101941,2024-03-21 21:00:00,33490.41,ACC8340,credit,INR,False
TXN101942,2024-03-21 22:00:00,78511.21,ACC4751,debit,INR,False
TXN101943,2024-03-21 23:00:00,70797.33,ACC6012,debit,INR,False
TXN101944,2024-03-22 00:00:00,78882.63,ACC3800,credit,INR,False
TXN101945,2024-03-22 01:00:00,51775.18,ACC6419,debit,INR,False
TXN101946,2024-03-22 02:00:00,44075.88,ACC3685,credit,INR,False
TXN101947,2024-03-22 03:00:00,14830.51,ACC6358,credit,INR,False
TXN101948,2024-03-22 04:00:00,32886.46,ACC5227,credit,INR,False
TXN101949,2024-03-22 05:00:00,43458.53,ACC3186,credit,INR,False
TXN101950,2024-03-22 06:00:00,8951.18,ACC9825,credit,INR,False
TXN101951,2024-03-22 07:00:00,22139.13,ACC8664,credit,INR,False
TXN101952,2024-03-22 08:00:00,59862.71,ACC9660,credit,INR,False
TXN101953,2024-03-22 09:00:00,73592.75,ACC9894,debit,INR,False
TXN101954,2024-03-22 10:00:00,99834.92,ACC4751,credit,INR,False
TXN101955,2024-03-22 11:00:00,93318.02,ACC5237,debit,INR,False
TXN101956,2024-03-22 12:00:00,64292.26,ACC3853,debit,INR,False
TXN101957,2024-03-22 13:00:00,42182.68,ACC5620,debit,INR,False
TXN101958,2024-03-22 14:00:00,63654.12,ACC6291,credit,INR,False
TXN101959,2024-03-22 15:00:00,78586.6,ACC7266,debit,INR,False
TXN101960,2024-03-22 16:00:00,11921.79,ACC6415,credit,INR,False
TXN101961,2024-03-22 17:00:00,41049.5,ACC6767,credit,INR,False
TXN101962,2024-03-22 18:00:00,83996.25,ACC2128,debit,INR,False
TXN101963,2024-03-22 19:00:00,38444.91,ACC9527,debit,INR,False
TXN101964,2024-03-22 20:00:00,57230.04,ACC2617,debit,INR,False
TXN101965,2024-03-22 21:00:00,58818.16,ACC9861,debit,INR,False
TXN101966,2024-03-22 22:00:00,18529.18,ACC8189,credit,INR,False
TXN101967,2024-03-22 23:00:00,36287.32,ACC7886,debit,INR,False
TXN101968,2024-03-23 00:00:00,33517.68,ACC1362,debit,INR,False
TXN101969,2024-03-23 01:00:00,2717.05,ACC7374,debit,INR,False
TXN101970,2024-03-23 02:00:00,2516.76,ACC2548,debit,INR,False
TXN101971,2024-03-23 03:00:00,83186.53,ACC1022,debit,INR,False
TXN101972,2024-03-23 04:00:00,27379.77,ACC9789,credit,INR,False
TXN101973,2024-03-23 05:00:00,51856.07,ACC1452,credit,INR,False
TXN101974,2024-03-23 06:00:00,29942.68,ACC4729,credit,INR,False
TXN101975,2024-03-23 07:00:00,94073.86,ACC9955,debit,INR,False
TXN101976,2024-03-23 08:00:00,26003.75,ACC8892,debit,INR,False
TXN101977,2024-03-23 09:00:00,43022.72,ACC8947,credit,INR,False
TXN101978,2024-03-23 10:00:00,87285.75,ACC1064,credit,INR,False
TXN101979,2024-03-23 11:00:00,84209.16,ACC5723,credit,INR,False
TXN101980,2024-03-23 12:00:00,18691.53,ACC8664,credit,INR,False
TXN101981,2024-03-23 13:00:00,80284.07,ACC4796,debit,INR,False
TXN101982,2024-03-23 14:00:00,45872.87,ACC8181,debit,INR,False
TXN101983,2024-03-23 15:00:00,48348.59,ACC3978,debit,INR,False
TXN101984,2024-03-23 16:00:00,13434.65,ACC4042,credit,INR,False
TXN101985,2024-03-23 17:00:00,8152.09,ACC6291,credit,INR,False
TXN101986,2024-03-23 18:00:00,72821.14,ACC2120,credit,INR,False
TXN101987,2024-03-23 19:00:00,49696.47,ACC9759,debit,INR,False
TXN101988,2024-03-23 20:00:00,43741.39,ACC3978,debit,INR,False
TXN101989,2024-03-23 21:00:00,72977.87,ACC2385,credit,INR,False
TXN101990,2024-03-23 22:00:00,76574.74,ACC5537,debit,INR,False
TXN101991,2024-03-23 23:00:00,15974.93,ACC1452,credit,INR,False
TXN101992,2024-03-24 00:00:00,61061.49,ACC1020,credit,INR,False
TXN101993,2024-03-24 01:00:00,13621.87,ACC5721,credit,INR,True
TXN101994,2024-03-24 02:00:00,75162.37,ACC2128,debit,INR,False
TXN101995,2024-03-24 03:00:00,65729.82,ACC9702,credit,INR,False
TXN101996,2024-03-24 04:00:00,95665.8,ACC6271,credit,INR,False
TXN101997,2024-03-24 05:00:00,6988.91,ACC5454,debit,INR,False
TXN101998,2024-03-24 06:00:00,5799.77,ACC6984,credit,INR,False
TXN101999,2024-03-24 07:00:00,28290.49,ACC9545,credit,INR,False
TXN102000,2024-03-24 08:00:00,26244.4,ACC6358,debit,INR,False
TXN102001,2024-03-24 09:00:00,24773.18,ACC7980,credit,INR,False
TXN102002,2024-03-24 10:00:00,90634.83,ACC2185,credit,INR,False
TXN102003,2024-03-24 11:00:00,25029.67,ACC2938,credit,INR,False
TXN102004,2024-03-24 12:00:00,27267.78,ACC3631,debit,INR,False
TXN102005,2024-03-24 13:00:00,75963.89,ACC1559,credit,INR,False
TXN102006,2024-03-24 14:00:00,45029.01,ACC2575,credit,INR,False
TXN102007,2024-03-24 15:00:00,77693.38,ACC5708,credit,INR,False
TXN102008,2024-03-24 16:00:00,6630.08,ACC8190,debit,INR,False
TXN102009,2024-03-24 17:00:00,48808.36,ACC1908,debit,INR,False
TXN102010,2024-03-24 18:00:00,3458.0,ACC7583,debit,INR,False
TXN102011,2024-03-24 19:00:00,6359.06,ACC7088,credit,INR,False
TXN102012,2024-03-24 20:00:00,90653.1,ACC1078,debit,INR,False
TXN102013,2024-03-24 21:00:00,14010.61,ACC6882,credit,INR,False
TXN102014,2024-03-24 22:00:00,53288.83,ACC9885,debit,INR,False
TXN102015,2024-03-24 23:00:00,41168.45,ACC7690,debit,INR,False
TXN102016,2024-03-25 00:00:00,34799.6,ACC4255,debit,INR,False
TXN102017,2024-03-25 01:00:00,89993.35,ACC2494,debit,INR,False
TXN102018,2024-03-25 02:00:00,2280.16,ACC9683,credit,INR,False
TXN102019,2024-03-25 03:00:00,66412.59,ACC7752,debit,INR,False
TXN102020,2024-03-25 04:00:00,96343.1,ACC6069,credit,INR,False
TXN102021,2024-03-25 05:00:00,56060.8,ACC2351,credit,INR,False
TXN102022,2024-03-25 06:00:00,93688.56,ACC7851,credit,INR,False
TXN102023,2024-03-25 07:00:00,5320.56,ACC6413,debit,INR,False
TXN102024,2024-03-25 08:00:00,41937.45,ACC2877,debit,INR,False
TXN102025,2024-03-25 09:00:00,26089.76,ACC6644,credit,INR,False
TXN102026,2024-03-25 10:00:00,73109.01,ACC2059,debit,INR,False
TXN102027,2024-03-25 11:00:00,98131.58,ACC6882,credit,INR,False
TXN102028,2024-03-25 12:00:00,25727.35,ACC2125,debit,INR,False
TXN102029,2024-03-25 13:00:00,65452.04,ACC4484,debit,INR,False
TXN102030,2024-03-25 14:00:00,19889.95,ACC9046,credit,INR,False
TXN102031,2024-03-25 15:00:00,56576.49,ACC8664,debit,INR,False
TXN102032,2024-03-25 16:00:00,46446.86,ACC8222,credit,INR,False
TXN102033,2024-03-25 17:00:00,97203.33,ACC8750,credit,INR,False
TXN102034,2024-03-25 18:00:00,60891.87,ACC6698,debit,INR,False
TXN102035,2024-03-25 19:00:00,35015.69,ACC9539,debit,INR,False
TXN102036,2024-03-25 20:00:00,11498.17,ACC4890,debit,INR,False
TXN102037,2024-03-25 21:00:00,15209.56,ACC4606,credit,INR,False
TXN102038,2024-03-25 22:00:00,22609.16,ACC3853,debit,INR,True
TXN102039,2024-03-25 23:00:00,25171.57,ACC2484,debit,INR,False
TXN102040,2024-03-26 00:00:00,85076.54,ACC8957,debit,INR,False
TXN102041,2024-03-26 01:00:00,56166.16,ACC2764,debit,INR,False
TXN102042,2024-03-26 02:00:00,52386.75,ACC7851,credit,INR,False
TXN102043,2024-03-26 03:00:00,11565.41,ACC7266,debit,INR,False
TXN102044,2024-03-26 04:00:00,86027.96,ACC4022,credit,INR,False
TXN102045,2024-03-26 05:00:00,72309.15,ACC7370,debit,INR,False
TXN102046,2024-03-26 06:00:00,6860.07,ACC8381,debit,INR,False
TXN102047,2024-03-26 07:00:00,70812.73,ACC6088,debit,INR,False
TXN102048,2024-03-26 08:00:00,54399.47,ACC7690,credit,INR,False
TXN102049,2024-03-26 09:00:00,8264.36,ACC3072,credit,INR,False
TXN102050,2024-03-26 10:00:00,45884.23,ACC4055,debit,INR,False
TXN102051,2024-03-26 11:00:00,48521.16,ACC7601,credit,INR,False
TXN102052,2024-03-26 12:00:00,16660.88,ACC1027,credit,INR,True
TXN102053,2024-03-26 13:00:00,94575.24,ACC4904,debit,INR,False
TXN102054,2024-03-26 14:00:00,85012.54,ACC9382,debit,INR,False
TXN102055,2024-03-26 15:00:00,66935.33,ACC3606,debit,INR,False
TXN102056,2024-03-26 16:00:00,46283.33,ACC2908,debit,INR,False
TXN102057,2024-03-26 17:00:00,41235.38,ACC5502,debit,INR,False
TXN102058,2024-03-26 18:00:00,65132.25,ACC8222,debit,INR,False
TXN102059,2024-03-26 19:00:00,54588.64,ACC1219,credit,INR,False
TXN102060,2024-03-26 20:00:00,6321.08,ACC6062,debit,INR,True
TXN102061,2024-03-26 21:00:00,51299.01,ACC4042,debit,INR,False
TXN102062,2024-03-26 22:00:00,80659.72,ACC5147,debit,INR,False
TXN102063,2024-03-26 23:00:00,45978.06,ACC5708,debit,INR,False
TXN102064,2024-03-27 00:00:00,5290.46,ACC9263,credit,INR,False
TXN102065,2024-03-27 01:00:00,78649.19,ACC4071,credit,INR,False
TXN102066,2024-03-27 02:00:00,20216.24,ACC4413,credit,INR,False
TXN102067,2024-03-27 03:00:00,25936.22,ACC2459,debit,INR,False
TXN102068,2024-03-27 04:00:00,16554.16,ACC9527,debit,INR,True
TXN102069,2024-03-27 05:00:00,33088.48,ACC6524,credit,INR,False
TXN102070,2024-03-27 06:00:00,75699.48,ACC9585,credit,INR,False
TXN102071,2024-03-27 07:00:00,51986.65,ACC5917,debit,INR,False
TXN102072,2024-03-27 08:00:00,20567.64,ACC8453,debit,INR,False
TXN102073,2024-03-27 09:00:00,87795.22,ACC2806,debit,INR,False
TXN102074,2024-03-27 10:00:00,87970.23,ACC9014,debit,INR,False
TXN102075,2024-03-27 11:00:00,87070.78,ACC7081,debit,INR,False
TXN102076,2024-03-27 12:00:00,23955.74,ACC6674,credit,INR,False
TXN102077,2024-03-27 13:00:00,45178.81,ACC1879,debit,INR,False
TXN102078,2024-03-27 14:00:00,98500.47,ACC8408,credit,INR,False
TXN102079,2024-03-27 15:00:00,77224.05,ACC1061,debit,INR,False
TXN102080,2024-03-27 16:00:00,2814.03,ACC3415,credit,INR,False
TXN102081,2024-03-27 17:00:00,6613.94,ACC7911,credit,INR,False
TXN102082,2024-03-27 18:00:00,46446.74,ACC1020,credit,INR,False
TXN102083,2024-03-27 19:00:00,90931.1,ACC7374,debit,INR,False
TXN102084,2024-03-27 20:00:00,53916.31,ACC5665,debit,INR,False
TXN102085,2024-03-27 21:00:00,49831.47,ACC3035,debit,INR,False
TXN102086,2024-03-27 22:00:00,10636.82,ACC4832,credit,INR,False
TXN102087,2024-03-27 23:00:00,65712.33,ACC5250,credit,INR,False
TXN102088,2024-03-28 00:00:00,82228.11,ACC9481,debit,INR,False
TXN102089,2024-03-28 01:00:00,38103.96,ACC2043,credit,INR,False
TXN102090,2024-03-28 02:00:00,77583.62,ACC2872,credit,INR,False
TXN102091,2024-03-28 03:00:00,96451.22,ACC9159,credit,INR,False
TXN102092,2024-03-28 04:00:00,20456.27,ACC5176,credit,INR,False
TXN102093,2024-03-28 05:00:00,52380.63,ACC6967,debit,INR,False
TXN102094,2024-03-28 06:00:00,28785.08,ACC5929,credit,INR,False
TXN102095,2024-03-28 07:00:00,79306.16,ACC9172,debit,INR,False
TXN102096,2024-03-28 08:00:00,57801.58,ACC6265,credit,INR,False
TXN102097,2024-03-28 09:00:00,63494.78,ACC1106,credit,INR,False
TXN102098,2024-03-28 10:00:00,79811.62,ACC3163,debit,INR,False
TXN102099,2024-03-28 11:00:00,39657.45,ACC5087,credit,INR,False
TXN102100,2024-03-28 12:00:00,91517.5,ACC8381,debit,INR,True
TXN102101,2024-03-28 13:00:00,53349.58,ACC5595,debit,INR,False
TXN102102,2024-03-28 14:00:00,15879.69,ACC2622,debit,INR,False
TXN102103,2024-03-28 15:00:00,69620.32,ACC4506,debit,INR,False
TXN102104,2024-03-28 16:00:00,79346.81,ACC1275,debit,INR,True
TXN102105,2024-03-28 17:00:00,31744.49,ACC3453,debit,INR,False
TXN102106,2024-03-28 18:00:00,85732.21,ACC8493,debit,INR,False
TXN102107,2024-03-28 19:00:00,90623.71,ACC5537,credit,INR,False
TXN102108,2024-03-28 20:00:00,27762.76,ACC6058,debit,INR,False
TXN102109,2024-03-28 21:00:00,98353.8,ACC3291,credit,INR,False
TXN102110,2024-03-28 22:00:00,14157.08,ACC2484,credit,INR,False
TXN102111,2024-03-28 23:00:00,20281.37,ACC2757,credit,INR,False
TXN102112,2024-03-29 00:00:00,18504.06,ACC7942,debit,INR,False
TXN102113,2024-03-29 01:00:00,89409.57,ACC9645,debit,INR,False
TXN102114,2024-03-29 02:00:00,65463.83,ACC8664,credit,INR,False
TXN102115,2024-03-29 03:00:00,15295.22,ACC6521,debit,INR,False
TXN102116,2024-03-29 04:00:00,44088.31,ACC8038,credit,INR,False
TXN102117,2024-03-29 05:00:00,61568.27,ACC6639,credit,INR,False
TXN102118,2024-03-29 06:00:00,8438.06,ACC3511,credit,INR,False
TXN102119,2024-03-29 07:00:00,88253.4,ACC7583,debit,INR,False
TXN102120,2024-03-29 08:00:00,80379.99,ACC4856,credit,INR,False
TXN102121,2024-03-29 09:00:00,50570.16,ACC6278,debit,INR,False
TXN102122,2024-03-29 10:00:00,96715.95,ACC7291,credit,INR,False
TXN102123,2024-03-29 11:00:00,41834.32,ACC1296,debit,INR,False
TXN102124,2024-03-29 12:00:00,98412.62,ACC6310,credit,INR,False
TXN102125,2024-03-29 13:00:00,66825.21,ACC6341,debit,INR,False
TXN102126,2024-03-29 14:00:00,63503.66,ACC3072,credit,INR,False
TXN102127,2024-03-29 15:00:00,16678.89,ACC8381,debit,INR,True
TXN102128,2024-03-29 16:00:00,88204.58,ACC8723,debit,INR,False
TXN102129,2024-03-29 17:00:00,42806.22,ACC4490,debit,INR,False
TXN102130,2024-03-29 18:00:00,16307.12,ACC2908,credit,INR,False
TXN102131,2024-03-29 19:00:00,1359.49,ACC6419,credit,INR,False
TXN102132,2024-03-29 20:00:00,56019.59,ACC9885,credit,INR,False
TXN102133,2024-03-29 21:00:00,52787.22,ACC1275,debit,INR,False
TXN102134,2024-03-29 22:00:00,71963.43,ACC5215,debit,INR,False
TXN102135,2024-03-29 23:00:00,89036.78,ACC1020,credit,INR,False
TXN102136,2024-03-30 00:00:00,8032.72,ACC7829,credit,INR,False
TXN102137,2024-03-30 01:00:00,73176.5,ACC1078,debit,INR,False
TXN102138,2024-03-30 02:00:00,18822.45,ACC9998,credit,INR,False
TXN102139,2024-03-30 03:00:00,85831.89,ACC2128,debit,INR,False
TXN102140,2024-03-30 04:00:00,81924.45,ACC2575,debit,INR,False
TXN102141,2024-03-30 05:00:00,54125.3,ACC1814,debit,INR,False
TXN102142,2024-03-30 06:00:00,71053.26,ACC8769,credit,INR,False
TXN102143,2024-03-30 07:00:00,31503.58,ACC2725,debit,INR,False
TXN102144,2024-03-30 08:00:00,47169.67,ACC1925,credit,INR,True
TXN102145,2024-03-30 09:00:00,82181.53,ACC7088,debit,INR,False
TXN102146,2024-03-30 10:00:00,45980.59,ACC7627,credit,INR,False
TXN102147,2024-03-30 11:00:00,35844.05,ACC2003,credit,INR,False
TXN102148,2024-03-30 12:00:00,49471.82,ACC8336,debit,INR,False
TXN102149,2024-03-30 13:00:00,82842.1,ACC8434,debit,INR,False
TXN102150,2024-03-30 14:00:00,33587.28,ACC5454,debit,INR,False
TXN102151,2024-03-30 15:00:00,17458.78,ACC6465,debit,INR,False
TXN102152,2024-03-30 16:00:00,71230.2,ACC6448,credit,INR,False
TXN102153,2024-03-30 17:00:00,82615.22,ACC1106,credit,INR,False
TXN102154,2024-03-30 18:00:00,10153.68,ACC8472,credit,INR,False
TXN102155,2024-03-30 19:00:00,24063.42,ACC2381,credit,INR,True
TXN102156,2024-03-30 20:00:00,14283.0,ACC4770,credit,INR,False
TXN102157,2024-03-30 21:00:00,34859.35,ACC7955,debit,INR,False
TXN102158,2024-03-30 22:00:00,45090.06,ACC2125,debit,INR,False
TXN102159,2024-03-30 23:00:00,74907.75,ACC5204,credit,INR,True
TXN102160,2024-03-31 00:00:00,65149.64,ACC1791,debit,INR,False
TXN102161,2024-03-31 01:00:00,62130.76,ACC2385,debit,INR,False
TXN102162,2024-03-31 02:00:00,35302.26,ACC1306,debit,INR,False
TXN102163,2024-03-31 03:00:00,84160.61,ACC8392,debit,INR,False
TXN102164,2024-03-31 04:00:00,47181.59,ACC8957,debit,INR,False
TXN102165,2024-03-31 05:00:00,97912.58,ACC6025,debit,INR,False
TXN102166,2024-03-31 06:00:00,63450.8,ACC5899,credit,INR,False
TXN102167,2024-03-31 07:00:00,12713.85,ACC8970,debit,INR,False
TXN102168,2024-03-31 08:00:00,67650.14,ACC3035,debit,INR,False
TXN102169,2024-03-31 09:00:00,32577.89,ACC4796,credit,INR,False
TXN102170,2024-03-31 10:00:00,68664.09,ACC3228,credit,INR,False
TXN102171,2024-03-31 11:00:00,7057.15,ACC2886,credit,INR,False
TXN102172,2024-03-31 12:00:00,17570.66,ACC5860,debit,INR,False
TXN102173,2024-03-31 13:00:00,85588.15,ACC6595,credit,INR,False
TXN102174,2024-03-31 14:00:00,22795.24,ACC1098,debit,INR,False
TXN102175,2024-03-31 15:00:00,83720.41,ACC3010,credit,INR,False
TXN102176,2024-03-31 16:00:00,27999.68,ACC7266,debit,INR,False
TXN102177,2024-03-31 17:00:00,64323.9,ACC4063,debit,INR,False
TXN102178,2024-03-31 18:00:00,69445.64,ACC3606,credit,INR,False
TXN102179,2024-03-31 19:00:00,51314.21,ACC6521,debit,INR,False
TXN102180,2024-03-31 20:00:00,30600.54,ACC8408,debit,INR,False
TXN102181,2024-03-31 21:00:00,21343.17,ACC7322,debit,INR,False
TXN102182,2024-03-31 22:00:00,3415.62,ACC6465,debit,INR,False
TXN102183,2024-03-31 23:00:00,30464.25,ACC1244,credit,INR,False
TXN102184,2024-04-01 00:00:00,65350.96,ACC5491,credit,INR,False
TXN102185,2024-04-01 01:00:00,93836.65,ACC6291,credit,INR,False
TXN102186,2024-04-01 02:00:00,87133.33,ACC7367,debit,INR,False
TXN102187,2024-04-01 03:00:00,76629.87,ACC7752,credit,INR,False
TXN102188,2024-04-01 04:00:00,78865.89,ACC8248,credit,INR,False
TXN102189,2024-04-01 05:00:00,66531.99,ACC5870,debit,INR,False
TXN102190,2024-04-01 06:00:00,26102.66,ACC9660,credit,INR,False
TXN102191,2024-04-01 07:00:00,90728.78,ACC5454,credit,INR,False
TXN102192,2024-04-01 08:00:00,67106.16,ACC8635,credit,INR,False
TXN102193,2024-04-01 09:00:00,56088.02,ACC1805,debit,INR,False
TXN102194,2024-04-01 10:00:00,11187.85,ACC5087,credit,INR,False
TXN102195,2024-04-01 11:00:00,44760.85,ACC2757,credit,INR,False
TXN102196,2024-04-01 12:00:00,46089.79,ACC1507,credit,INR,False
TXN102197,2024-04-01 13:00:00,86469.9,ACC7322,debit,INR,False
TXN102198,2024-04-01 14:00:00,54710.16,ACC8195,debit,INR,False
TXN102199,2024-04-01 15:00:00,38102.01,ACC5278,credit,INR,False
TXN102200,2024-04-01 16:00:00,97682.35,ACC5537,credit,INR,False
TXN102201,2024-04-01 17:00:00,11160.99,ACC5369,credit,INR,False
TXN102202,2024-04-01 18:00:00,42312.59,ACC4927,debit,INR,False
TXN102203,2024-04-01 19:00:00,4298.27,ACC3792,debit,INR,True
TXN102204,2024-04-01 20:00:00,74016.42,ACC1908,credit,INR,False
TXN102205,2024-04-01 21:00:00,91815.85,ACC8190,credit,INR,False
TXN102206,2024-04-01 22:00:00,28075.73,ACC8181,debit,INR,False
TXN102207,2024-04-01 23:00:00,85848.33,ACC9275,debit,INR,False
TXN102208,2024-04-02 00:00:00,29292.6,ACC2309,credit,INR,False
TXN102209,2024-04-02 01:00:00,91085.94,ACC2385,debit,INR,False
TXN102210,2024-04-02 02:00:00,75420.79,ACC1296,credit,INR,False
TXN102211,2024-04-02 03:00:00,80510.19,ACC8635,credit,INR,False
TXN102212,2024-04-02 04:00:00,1898.85,ACC1022,debit,INR,False
TXN102213,2024-04-02 05:00:00,96284.75,ACC4751,credit,INR,False
TXN102214,2024-04-02 06:00:00,72694.43,ACC3682,credit,INR,False
TXN102215,2024-04-02 07:00:00,30544.63,ACC1309,credit,INR,False
TXN102216,2024-04-02 08:00:00,82956.53,ACC6413,credit,INR,False
TXN102217,2024-04-02 09:00:00,28223.97,ACC5723,credit,INR,False
TXN102218,2024-04-02 10:00:00,87288.11,ACC1105,credit,INR,False
TXN102219,2024-04-02 11:00:00,11346.78,ACC7752,credit,INR,False
TXN102220,2024-04-02 12:00:00,70398.23,ACC8750,debit,INR,False
TXN102221,2024-04-02 13:00:00,54115.78,ACC9983,debit,INR,False
TXN102222,2024-04-02 14:00:00,9743.79,ACC3072,credit,INR,False
TXN102223,2024-04-02 15:00:00,24265.19,ACC3633,debit,INR,False
TXN102224,2024-04-02 16:00:00,1339.16,ACC9585,credit,INR,False
TXN102225,2024-04-02 17:00:00,46929.92,ACC2725,credit,INR,False
TXN102226,2024-04-02 18:00:00,30196.4,ACC3333,debit,INR,False
TXN102227,2024-04-02 19:00:00,59875.91,ACC7238,credit,INR,False
TXN102228,2024-04-02 20:00:00,29794.06,ACC1721,credit,INR,False
TXN102229,2024-04-02 21:00:00,30061.92,ACC9259,debit,INR,False
TXN102230,2024-04-02 22:00:00,74345.0,ACC2806,debit,INR,False
TXN102231,2024-04-02 23:00:00,4909.47,ACC4307,debit,INR,False
TXN102232,2024-04-03 00:00:00,90299.21,ACC6088,debit,INR,False
TXN102233,2024-04-03 01:00:00,85241.16,ACC8479,debit,INR,False
TXN102234,2024-04-03 02:00:00,66813.69,ACC6302,debit,INR,False
TXN102235,2024-04-03 03:00:00,59362.83,ACC6622,credit,INR,False
TXN102236,2024-04-03 04:00:00,89241.02,ACC7182,debit,INR,False
